ICA_00	ICA_01	ICA_02	ICA_03	ICA_04	ICA_05	ICA_06	ICA_07	ICA_08	ICA_09	ICA_10	ICA_11	ICA_12	ICA_13	ICA_14	ICA_15	ICA_16	ICA_17	ICA_18	ICA_19	ICA_20	ICA_21	ICA_22	ICA_23	ICA_24	ICA_25	ICA_26	ICA_27	ICA_28	ICA_29	ICA_30	ICA_31	ICA_32	ICA_33	ICA_34	ICA_35	ICA_36	ICA_37	ICA_38
-0.015352384125163	-1.5151235065357092	-0.6324102404590873	0.2199881959346205	0.132416452873482	-0.4041143418458711	1.9598123812224368	0.335981835855803	-0.6448644373184845	0.2229979416212278	0.1476430631695802	-0.1011728038340536	0.3610578637598849	-0.3482223013224753	-0.5867538641470779	-0.0579929988300297	0.0121380187605303	0.9161207340071428	-0.5635082522587866	-0.7155972461890475	1.4522888844268742	0.909392077842754	-0.2629172901298099	0.7870377511215708	0.6725092844762358	-0.081412547501454	0.9430710754310802	-1.6362545910603588	1.0175996524127826	-0.6346654631205076	-0.1468293809080778	0.0400896469418638	0.4770998393506013	0.1923040283842016	0.1764836018381602	-0.8979688044469041	-0.2732776546283588	0.3180495762823598	0.1222867664605462
-1.038257797306968	-1.3593612661493526	-1.4895134340616278	0.8871327276139692	0.526749936667937	-0.8335950060221958	2.624776407417506	0.5431798382205298	-0.5920917709678445	0.95825863803068	0.7353787712356681	-0.2459195479350361	1.25561401591431	-0.1563760674038697	-0.9930239545303682	-1.105519766487455	0.1620219713189872	-0.1071057823235308	0.240259104606146	-0.5468379212848351	2.508668007032092	1.2483706579879816	0.5050958567383136	0.533467485768709	1.586276923450075	0.7908201436838307	1.1071382848137932	-1.5198455804660371	1.2595032789778144	-1.649921229400983	-0.5141018047653636	0.4148642688140183	-0.3352342851186587	-0.3052015666644458	-0.4572430360797133	-1.6202355235101669	0.156211983234765	0.0346609044579854	0.7497618107748567
-0.5530277824008926	-0.3994556115294909	-0.7562731597235646	1.637976569091354	0.9890373578927634	-0.5554958816264668	2.322057340279402	-1.1820266516999685	0.1952523301111692	1.435228367830679	0.6965355502534354	-0.4726973617131331	1.4800702481485717	0.3572925322661665	-0.7244608059700111	-1.4835894397840614	-0.0780388366709532	-1.8289566098231735	2.098471104647216	-1.449149047660102	0.8309957933225113	0.5497807087595045	1.4477750513810606	0.1092457820681779	-0.2390388336543094	1.459209555514076	-0.4217886358883853	-1.4677732327297346	0.7455589954751681	-0.3506187214428289	0.5762448664950611	0.7231545040702455	-1.6941814141423297	-1.374306608082269	-1.2338383559172406	-0.6190307450895267	0.0019966119823889	-0.2681649805140029	0.8129867100989415
0.5990007385362652	-1.072493314852591	-0.1318431004173993	1.098129793976223	0.006054390946212	-1.09938456309302	2.2293852377252703	-0.9487056730244694	-0.4265275512613618	0.5015392789877989	1.155452383224674	-0.612609737624206	0.7340884733330203	-0.0024082426186562	-0.6506182564406537	0.7058360778993337	-0.5398516864193231	-0.2905074243076809	1.170867820664752	-1.3890395181319803	-0.6495976154624226	-0.7430890607953232	1.57839163036631	0.5253708941279178	-2.3263348555832204	0.8499261384730951	-1.6074924061384874	-1.4798428317620704	0.2739447614725089	-0.7079455136826733	1.6945543914093082	0.5167809212604243	-1.069715609050654	-1.2779312791611024	-1.7085026553614446	-0.1750233855724607	-0.4372472075239669	0.9663166089500826	0.6552353166854509
0.0572457823625693	-1.279135423185564	-0.5447522653154125	-1.0754139385270036	0.1003165893312333	-1.598651267462736	2.150576200608371	1.1795870478053527	-0.0778164984247773	-0.5360368549185341	1.7785532422880868	-1.0436161807749191	0.3268664698727779	0.2705696691007271	-0.6369074693387825	-0.184483380294522	-0.86722212740181	-0.0314411574903238	-0.4184070418103739	-0.3522310518061125	-0.618277212965438	-0.8330115832334957	0.118819084684544	0.3574256765584594	-1.6829032358492393	0.5544212589278521	0.7504669841570407	-1.4977237280808948	-0.8794656612741281	-0.7045821357251534	1.745927716276286	0.2765446941601897	0.0904616042638327	-0.060037617557752	-1.1738640149932469	-0.1937786084037141	-1.6057857637585575	1.0748590199159762	-0.0779429201118327
-0.6206676054025086	-1.1204906736997058	-0.9961368687044104	-1.8547645957536272	1.131588922480908	-1.2379819600005944	2.09892114821266	-0.1061248112085579	0.5750855147244575	-0.2234750644626916	0.6934793985333391	-1.3432796374208482	-0.6668113461168966	1.0761187028970516	-0.6227304970782445	-1.5652827237812887	-0.6792937540218199	-0.358470244416775	-0.3625308299232956	-0.4982304378042556	-0.5842317151966953	-0.378065207090644	-0.737163448888229	0.1151658164262865	-0.8044390974664756	0.5197322200023164	0.4715868494061012	-1.4756403365751676	-0.5676312811889092	0.090071589068505	1.3075963425665722	-0.1558789473844995	0.2734989370817427	0.9076668690989584	-0.6833012762906329	-0.1125636932636016	-2.085163491149251	-0.7462608044583392	-0.832420355483506
-0.6219840925801191	-0.7398026760796474	-0.8050193350711015	-0.9766267005703412	0.6985668184730871	-0.866084799775886	1.955353726549002	-1.5031490946238744	-0.2261793319023229	0.4325961305602649	-1.762151563980996	-0.8495247466816874	-2.118015770070546	1.7841153500217437	-0.3414411832250799	-0.0400538470050869	-0.4983705846599388	0.4909452478447397	-0.1754502150468432	0.0505635407300017	-0.097460477586968	-1.3362943131438842	-0.8062947276252067	0.3803614141723219	-0.1502604542492189	0.3902916709322103	-1.4370093099011318	-1.440253044799872	0.9600257049423904	0.9039180312209388	1.2698891750075778	0.0999233512548101	-0.7278271626590871	0.8160894959828545	-1.1781083548684164	-0.0450417977220883	-0.7728658518063665	-0.6428118216082311	-0.5405907863171997
-0.492090632449536	0.2715039444524189	-0.6759473812709538	0.1853711879174132	0.4866253125714609	-0.4787732896066692	2.071737371813085	0.2380090256871679	-0.7051873750881038	0.1917831358369728	-1.3281344650641889	-0.2646258914128426	-1.6453707903901174	1.7554364288281414	0.3393844753870245	0.7139471836051736	0.7696473267961998	1.1134753914436628	0.0264376386304062	0.5248296577409645	-0.2778565518373567	-2.116422270675056	-0.6375223941796161	1.7285873537098797	0.5960077193754975	-0.0360301108206383	0.4970331331037648	-1.486051521917493	0.4214653091938677	1.0776328105459203	1.2120851451330954	1.7693884810374398	-1.3315041217413854	0.6478335883793022	-0.9242924330458624	-0.5132622113237874	-0.6892957852983512	0.450379025459303	0.0901257053246993
-0.2466353386092054	0.6421588980196272	-0.565081173483212	0.8090020695804023	0.6147855419256576	0.1504928856039485	2.0265662456849984	0.2079005159783082	0.2031612877071761	-0.997929198576609	0.1726383779083214	-0.1731115729711924	0.072713844420636	0.1744270769873822	0.8571027640149564	-1.1126926622239706	0.94157547597642	0.3637808209404563	0.4409170950470633	0.0479873754609011	-1.4531773228434166	-1.4454626446601837	-1.1067892044019958	2.3512486710694396	1.1986731924247886	0.7855532174156098	0.9767668022689924	-1.4687518494513674	-1.939223110052763	-1.189813770582378	1.3077452049906906	1.1838517211984598	-0.935036168869412	0.0590567895718279	-0.4964325991248774	-0.1833033027445826	-1.0107899842799652	0.2247232260069407	0.9687969011222188
0.0731107198735718	0.0757854575390414	-0.4796282320760093	0.9969424163328038	-0.4202222803642219	0.4034315023459784	2.025827284398164	-1.235219874347018	0.1170945250158656	-1.0973135540455132	0.2675118189513649	-0.6278336569975	1.1158879243419542	-0.4350464045858714	1.2591552287130336	-0.2814339097982825	-0.4353882183906628	-1.0857439503979334	0.0810548145165193	0.2883886460617026	-1.1433175318131066	-0.8490959059146256	-1.2955309170258498	0.935421614550452	1.2651358763162666	1.2180016609998698	-0.43613443355154	-1.4448806495521067	-2.100386077066238	-1.5188009893455132	1.030357174822652	-1.056571778553732	-1.8126960596698267	0.0369430699507713	-1.5057089233665255	0.1215164034742718	-0.4737784113742644	0.2649633969698713	1.3704443586348538
